clip_id,class,x,y,w,h,query
e000136,car,1190,150,88,42,Xe con màu trắng đi từ phải sang trái qua ngã tư.
19_video1_norm_e006,car,574,236,236,129,xe con màu đen đi thẳng ra xa camera rồi rẽ trái.
e000049,motorcyclist,255,320,56,273,Người mặc áo đen đội nón bảo hiểm đen chạy xe tay ga màu trắng đi từ xa về gần camera
video5_e000125,car,746,92,89,44,Xe ô tô màu trắng đi từ phải sang trái qua ngã tư.
e000019,motorcyclist,299,381,102,338,Người mặc áo trắng đội nón trắng chạy xe tay ga màu đỏ chở hàng đi thẳng lại gần camera.
e000123,motorcyclist,432,570,378,354,Người mặc áo trắng đội nón xanh chạy xe tay ga màu đen đi thẳng ra xa camera rồi rẽ phải.
e000001,truck,1142,106,232,80,Xe tải đầu màu xanh mực thùng xe phủ bạt đen Đi từ phải sang trái qua ngã tư.
e000070,car,396,484,590,364,Xe con màu xanh đi thẳng ra xa camera rồi rẽ phải.
e000186,motorcyclist,304,216,46,137,Người mặc áo trắng đội nón xám chạy xe số màu đen đi thẳng ra xa.
e000051,motorcyclist,378,338,76,348,Người mặc áo xanh  đội nón đen chạy xe số màu đen đi thẳng về hướng camera.
e000014,motorcyclist,214,270,60,162,Người mặc áo trắng đội nón đen chạy xe số màu đỏ đi thẳng ra xa.
e000046,car,1126,158,116,74,Xe con màu trắng đi từ trái sang phải qua ngã tư.
e000010,motorcyclist,674,550,204,368,Người mặc áo trắng đội nón xám chạy xe tay ga màu đen đeo túi đi thẳng ra xa camera rồi rẽ phải.
e000004,motorcyclist,0,0,0,0,Người mặc áo đen đội nón trắng chạy xe số màu đỏ đi từ trái sang phải qua ngã tư.
e000009,car,762,136,156,56,Xe khách màu trắng đi từ phải sang trái qua ngã tư.
e000010,truck,1130,92,258,102,Xe cẩu đầu màu trắng có cẩu trắng Đi từ phải sang trái qua ngã tư.
video3_e000088,motorcyclist,253,304,133,186,Người mặc áo đen đội nón trắng chạy xe máy màu trắng đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000036,motorcyclist,320,241,47,154,Người mặc áo hồng đội nón xám chạy xe tay ga màu đỏ đi thẳng ra xa.
e000057,motorcyclist,192,368,94,242,Người mặc áo xanh rêu đội nón hồng chạy xe tay ga màu xanh lá đi thẳng ra xa camera.
e000002,motorcyclist,828,586,206,292,Người mặc áo đen đội nón đen chạy xe số màu trắng chở theo 1 người đi thẳng ra xa camera rồi rẽ phải.
e000133,car,412,214,147,156,Xe con màu đen đi từ xa về gần camera
e000067,motorcyclist,115,312,93,198,Người mặc áo đen đội nón trắng chạy xe tay ga màu trắng đi thẳng ra xa.
e000040,motorcyclist,333,253,86,234,Người mặc áo đen đội nón đen chạy xe tay ga màu trắng đi thẳng lại gần camera.
e000007,motorcyclist,652,616,268,360,Người mặc áo hồng đội nón hồng chạy xe số màu đen chở theo 1 người đi thẳng ra xa camera rồi rẽ phải.
e000225,motorcyclist,212,269,60,252,Người mặc áo đen đội nón đen chạy xe số màu xanh dương đi thẳng lại gần camera.
e000118,motorcyclist,437,401,84,318,Người mặc áo đen đội nón đen chạy xe số màu xanh đi thẳng lại gần camera.
e000003,car,962,170,122,50,Xe con màu trắng đi từ phải sang trái qua ngã tư.
e000103,truck,410,61,223,357,Xe tải đầu màu trắng thùng xe màu bạc đi thẳng lại gần camera.
video2_e000071,motorcyclist,460,250,97,180,Người mặc áo đen đội nón trắng chạy xe máy màu đen đi thẳng ra xa camera qua ngã tư.
e000130,car,399,173,141,188,Xe con màu xám đi từ xa về gần camera
e000100,motorcyclist,237,338,64,177,Người mặc áo xanh rêu không đội nón chạy xe số màu đen đi thẳng ra xa camera.
e000012,car,1140,142,116,62,Xe con màu đỏ đi từ phải sang trái qua ngã tư.
e000025,car,447,202,178,194,Xe con màu trắng đi từ xa về gần camera
e000001,car,1068,122,178,86,Xe 16 chỗ màu trắng đi từ phải sang trái qua ngã tư.
e000034,car,40,233,178,162,Xe con màu trắng đi thẳng ra xa.
e000089,motorcyclist,293,313,68,226,Người mặc áo xanh da trời đội nón xanh da trời chạy xe tay ga màu xanh da trời chở người đi thẳng ra xa.
e000214,car,386,184,173,210,Xe con màu đỏ đi thẳng lại gần camera.
e000009,truck,160,254,1054,644,Xe tải đầu màu xanh thùng xe phủ bạt đen Đi thẳng ra xa camera rồi rẽ phải.
e000070,motorcyclist,472,396,104,324,Người mặc áo xanh đội nón đen chạy xe tay ga màu trắng đi thẳng lại gần camera.
e000157,motorcyclist,277,268,77,212,Người mặc áo xám đội nón đen chạy xe tay ga màu kem đi thẳng ra xa.
video4_e000108,truck,193,180,478,322,Xe tải đầu màu xanh dương thùng xe phủ bạt đen Đi thẳng ra xa camera rồi rẽ phải.
19_video10_norm_e011,car,858,132,133,58,xe con màu bạc đi từ phải sang trái qua ngã tư.
e000158,car,764,160,96,40,Xe con màu đỏ đi từ phải sang trái qua ngã tư.
e000052,motorcyclist,218,324,89,208,Người mặc áo kem đội nón đen chạy xe tay ga màu hồng đi thẳng ra xa camera.
e000008,truck,4,6,1364,1014,Container đầu màu cam thùng xe màu cam đi thẳng ra xa camera rồi rẽ phải.
e000085,motorcyclist,1118,378,178,240,Người mặc áo trắng đội nón đen chạy xe số màu đen đi thẳng ra xa camera rồi rẽ phải.
e000106,motorcyclist,471,425,100,294,Người mặc áo đen đội nón đen chạy xe số màu đỏ đi thẳng lại gần camera.
video7_e000153,motorcyclist,466,190,58,116,Người mặc áo đen đội nón đen chạy xe máy màu đen đi thẳng ra xa camera qua ngã tư.
video1_e000001,motorcyclist,660,250,106,173,Người mặc áo trắng đội nón đen chạy xe máy màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000094,car,1096,146,110,40,Xe con màu đen đi từ phải sang trái qua ngã tư.
e000088,motorcyclist,311,433,90,286,Người mặc áo trắng đội nón đỏ chạy xe số màu đỏ đi thẳng lại gần camera.
e000003,car,936,152,142,56,Xe con màu xanh đi từ phải sang trái qua ngã tư.
e000038,motorcyclist,196,230,62,149,Người mặc áo đỏ đội nón xanh chạy xe tay ga màu đen đi thẳng ra xa.
e000129,motorcyclist,296,209,36,141,Người mặc áo xanh lá đội nón đen chạy xe số màu đen đi thẳng ra xa.
e000169,motorcyclist,323,281,62,252,Người mặc áo đen đội nón xám chạy xe số màu đỏ đi thẳng lại gần camera.
19_video4_norm_e002,car,674,146,157,52,xe con màu bạc đi từ phải sang trái qua ngã tư.
video12_e000051,truck,90,144,710,576,Xe tải đầu màu xanh dương thùng xe phủ bạt đen Đi thẳng ra xa camera rồi rẽ phải.
e000001,motorcyclist,940,492,198,316,Người mặc áo đen đội nón trắng chạy xe tay ga màu đen đi thẳng ra xa camera rồi rẽ phải.
e000014,car,139,196,137,122,Xe con màu trắng đi thẳng ra xa camera.
e000002,motorcyclist,118,494,170,232,Người mặc áo đen đội nón trắng chạy xe số màu đen đi thẳng ra xa camera qua ngã tư.
e000006,motorcyclist,222,552,216,272,Người mặc áo xanh mực đội nón đen chạy xe số màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000206,motorcyclist,363,305,90,318,Người mặc áo đỏ đội nón cam chạy xe tay ga màu trắng đen đi thẳng lại gần camera.
e000061,motorcyclist,212,229,71,176,Người mặc áo xanh lơ đội nón trắng chạy xe tay ga màu đen đi thẳng ra xa camera.
19_video2_norm_e003,car,192,249,389,150,xe khách màu bạc đi thẳng ra xa camera qua ngã tư.
e000197,car,398,165,197,248,Xe con màu đen đi thẳng lại gần camera.
19_video14_norm_e003,car,541,330,462,349,xe con màu đen đi thẳng ra xa camera rồi rẽ phải.
e000201,motorcyclist,255,341,120,328,Người mặc áo trắng đội nón đỏ chạy xe số màu đen chở hàng đi thẳng lại gần camera.
e000182,motorcyclist,361,256,59,262,Người mặc áo đen đội nón đen chạy xe số màu đen đi thẳng lại gần camera.
e000095,motorcyclist,162,286,79,172,Người mặc áo be đội nón đỏ chạy xe tay ga màu hồng chở theo 2 người đi thẳng ra xa camera.
e000114,car,388,556,506,284,Xe con màu đen đi thẳng ra xa camera rồi rẽ phải.
e000024,motorcyclist,236,234,39,201,Người mặc áo đen đội nón bảo hiểm đỏ chạy xe số màu đen đi từ xa về gần camera
e000027,car,237,152,113,113,Xe con màu xám đi thẳng ra xa camera.
e000010,truck,126,18,1174,1004,Container đầu màu trắng thùng kín Đi thẳng ra xa camera rồi rẽ phải.
e000085,motorcyclist,934,198,142,156,Người mặc áo trắng đội nón đen chạy xe tay ga màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000002,truck,1400,188,282,124,Xe tải đầu màu trắng thùng xe màu trắng Đi thẳng ra xa camera rồi rẽ phải.
e000056,motorcyclist,38,361,105,212,Người mặc áo trắng đội nón trắng chạy xe tay ga màu xám đeo balo và đi thẳng ra xa camera.
e000070,motorcyclist,262,374,87,337,Người mặc áo đen đội nón trắng chạy xe số màu trắng đi thẳng lại gần camera.
e000204,car,189,124,100,176,Xe con màu đen đi thẳng lại gần camera.
e000010,car,74,344,370,232,Xe con màu trắng đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000045,motorcyclist,137,326,100,201,Người mặc áo đen đội nón đen chạy xe tay ga màu trắng chở theo 1 người đi thẳng ra xa camera.
19_video11_norm_e007,car,294,320,628,473,xe con màu đen đi thẳng ra xa camera rồi rẽ phải.
e000078,motorcyclist,285,321,73,240,Người mặc áo trắng đội nón đen chạy xe tay ga màu đỏ đi thẳng ra xa camera.
e000001,truck,1464,148,176,152,Xe tải đầu màu xanh dương thùng xe phủ bạt đen Đi thẳng ra xa camera rồi rẽ phải.
e000094,car,408,190,181,241,Xe con màu đỏ đi thẳng lại gần camera.
19_video14_norm_e003,car,686,146,161,57,xe con màu bạc đi từ trái sang phải qua ngã tư.
e000133,motorcyclist,390,308,68,249,Người mặc áo trắng đội nón bảo hiểm đen chạy xe số màu đen đi từ xa về gần camera chở 1 người
e000076,motorcyclist,210,316,81,224,Người mặc áo trắng đội nón hồng chạy xe số màu đỏ đi thẳng ra xa camera.
e000058,truck,15,94,246,289,Xe tải đầu màu trắng thùng kín đi thẳng ra xa camera.
e000100,truck,227,0,239,306,Xe container đầu màu đỏ thùng kín đi từ xa về gần camera
video3_e000088,motorcyclist,482,261,90,161,Người mặc áo đỏ đội nón trắng chạy xe máy màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000001,motorcyclist,307,269,51,169,Người mặc áo xanh đội nón đen chạy xe tay ga màu đỏ đi thẳng ra xa.
e000012,truck,880,106,314,112,Xe tải đầu màu trắng thùng xe màu xanh đi từ phải sang trái qua ngã tư.
e000057,motorcyclist,534,480,178,282,Người mặc áo đen đội nón đen chạy xe số màu đỏ đi thẳng ra xa camera rồi rẽ phải.
video6_e000146,truck,673,62,169,77,Xe tải đầu màu trắng thùng xe phủ bạt đen Đi từ phải sang trái qua ngã tư.
e000001,motorcyclist,374,508,198,338,Người mặc áo xanh dương đội nón đen chạy xe số màu đen đeo túi đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000009,car,158,488,694,382,Xe con màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000136,car,1262,146,102,54,Xe con màu đỏ đi từ phải sang trái qua ngã tư.
e000009,car,910,172,138,56,Xe con màu xám đi từ phải sang trái qua ngã tư.
video1_e000004,motorcyclist,305,278,126,164,Người mặc áo xanh lá đội nón xanh lá chạy xe máy màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000059,motorcyclist,263,284,66,196,Người mặc áo đỏ đô đội nón xanh rêu chạy xe tay ga màu đỏ mận đi thẳng ra xa camera.
e000174,motorcyclist,129,378,94,280,Người mặc áo trắng đội nón trắng chạy xe điện màu đen đi thẳng ra xa.
e000032,truck,83,109,303,306,Xe tải đầu màu trắng thùng xe màu trắng đi thẳng ra xa.
video1_e000011,car,149,220,209,114,Xe màu ô tô đi thẳng ra xa camera qua ngã tư.
19_video2_norm_e006,truck,918,94,241,86,xe tải đầu màu bạc thùng bạt đen đi từ phải sang trái qua ngã tư.
e000101,car,81,198,160,188,Xe con màu trắng đi thẳng ra xa.
19_video14_norm_e010,motorcyclist,545,386,186,254,Người mặc áo trắng đội nón bảo hiểm trắng chạy xe số màu đen Đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
19_video4_norm_e013,motorcyclist,868,186,65,100,Người mặc áo đen đội nón bảo hiểm trắng chạy tay ga màu trắng Đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000002,truck,618,138,150,118,Xe tải đầu màu đen thùng xe phủ bạt đen đi từ trên xuống và đi thẳng qua ngã tư.
e000147,motorcyclist,740,564,196,314,Người mặc áo xám đội nón đen chạy xe số màu đỏ đi thẳng ra xa camera rồi rẽ phải.
e000179,truck,0,12,326,256,Container đầu màu trắng thùng kín đi thẳng ra xa.
e000128,motorcyclist,229,314,70,213,Người mặc áo trắng đội nón đen chạy xe tay ga màu đỏ chở hàng đi thẳng ra xa.
e000031,motorcyclist,1020,204,116,156,Người mặc áo xanh đội nón đen chạy xe số màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000014,truck,592,132,184,66,Xe tải đầu màu xanh thùng xe phủ bạt đen Đi từ phải sang trái qua ngã tư.
e000039,motorcyclist,290,314,98,262,Người mặc áo đen đội nón trắng chạy xe số màu đen chở 1 người đi thẳng lại gần camera.
e000005,motorcyclist,284,214,39,174,Người mặc áo xám đội nón bảo hiểm trắng chạy xe số màu đỏ đi từ xa về gần camera
e000179,motorcyclist,286,258,61,248,Người mặc áo trắng đội nón đen chạy xe tay ga màu trắng đi thẳng lại gần camera.
e000021,car,325,178,107,124,Xe con màu đỏ đi từ xa về gần camera
19_video4_norm_e013,car,286,458,585,234,xe con màu bạc đi thẳng ra xa camera rồi rẽ phải.
e000079,motorcyclist,369,341,72,340,Người mặc áo xám đội nón đỏ chạy xe tay ga màu đỏ đi thẳng lại gần camera.
e000195,motorcyclist,187,309,72,298,Người mặc áo xanh dương đội nón trắng chạy xe số màu đen đi thẳng lại gần camera.
e000189,motorcyclist,322,254,62,240,Người mặc áo đỏ đội nón đen chạy xe tay ga màu trắng chở người đi thẳng lại gần camera.
video1_e000006,motorcyclist,212,292,130,156,Người mặc áo xanh dương đội nón xám chạy xe máy màu đen đi thẳng ra xa camera qua ngã tư.
e000148,motorcyclist,590,310,158,226,Người mặc áo trắng đội nón xanh chạy xe số màu đen đi thẳng ra xa camera qua ngã tư.
e000003,car,62,269,237,280,Xe con màu xám đi thẳng ra xa.
e000217,car,225,117,85,120,Xe con màu xám đi thẳng lại gần camera.
e000113,car,552,430,474,294,Xe con màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000004,truck,886,56,508,166,Container đầu màu trắng thùng kín Đi từ trái sang phải qua ngã tư.
e000025,motorcyclist,209,408,103,234,Người mặc áo kem đội nón hồng chạy xe số màu đỏ chở theo 1 người đi thẳng ra xa camera.
e000003,motorcyclist,706,578,204,350,Người mặc áo xanh dương đội nón trắng chạy xe số màu đen đi thẳng ra xa camera rồi rẽ phải.
e000007,motorcyclist,362,390,140,192,Người mặc áo đen đội nón đỏ chạy xe tay ga màu trắng đi thẳng ra xa camera qua ngã tư.
e000171,motorcyclist,282,204,53,194,Người mặc áo đen đội nón trắng chạy xe tay ga màu trắng đi thẳng lại gần camera.
e000073,motorcyclist,462,317,87,312,Người mặc áo hồng đội nón đỏ đô chạy xe tay ga màu đỏ đô đi thẳng về hướng camera.
e000046,truck,938,82,424,120,Xe tải đầu màu trắng thùng xe phủ bạt đen Đi từ phải sang trái qua ngã tư.
e000001,motorcyclist,808,464,204,290,Người mặc áo xanh đội nón trắng chạy xe tay ga màu đen đi thẳng ra xa camera rồi rẽ phải.
19_video14_norm_e012,car,553,354,492,246,taxi màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000076,truck,27,109,233,274,Xe tải đầu màu trắng thùng xe phủ bạt đen đi thẳng ra xa.
e000073,motorcyclist,642,618,268,352,Người mặc áo đen đội nón xám chạy xe số màu đen đi thẳng ra xa camera rồi rẽ phải.
19_video10_norm_e011,motorcyclist,469,372,176,228,Người mặc áo đen đội nón bảo hiểm trắng chạy tay ga màu đỏ Đi thẳng ra xa camera qua ngã tư.
e000009,car,712,158,186,68,Xe con màu trắng đi từ trái sang phải qua ngã tư.
e000166,car,324,316,372,258,Xe khách màu bạc đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000135,car,385,165,147,197,Xe con màu trắng đi thẳng về hướng camera.
19_video4_norm_e002,motorcyclist,609,324,101,232,Người mặc áo xanh chạy xe điện màu đen Đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000108,motorcyclist,290,296,47,272,Người mặc áo đen đội nón bảo hiểm đen chạy xe số màu đen đi từ xa về gần camera
e000028,motorcyclist,316,357,68,238,Người mặc áo trắng đội nón hồng chạy xe tay ga màu đỏ đi thẳng ra xa.
e000076,car,74,228,166,180,Xe con màu đỏ đi thẳng ra xa camera.
19_video3_norm_e001,truck,881,106,166,74,xe tải đầu màu trắng thùng bạt đen đi từ phải sang trái qua ngã tư.
e000137,motorcyclist,257,260,59,177,Người mặc áo kem đội nón đen chạy xe số màu đỏ đeo túi đi thẳng ra xa.
e000052,motorcyclist,440,429,65,290,Người mặc áo đen đội nón trắng chạy xe đạp màu bạc rẽ phải.
e000113,motorcyclist,410,369,79,350,Người mặc áo xám đội nón xám chạy xe số màu cam đi thẳng lại gần camera.
e000006,car,1484,224,158,102,Xe bán tải màu đỏ mận đi thẳng ra xa camera rồi rẽ phải.
19_video11_norm_e001,motorcyclist,313,338,128,178,Người mặc áo xanh đội nón bảo hiểm đen chạy tay ga màu xanh Đi thẳng ra xa camera qua ngã tư.
e000096,motorcyclist,284,161,46,116,Người mặc áo trắng đội nón đen chạy xe tay ga màu trắng chở theo 1 người đi thẳng ra xa camera.
e000013,car,698,104,288,134,Xe khách màu xanh lá đi từ trái sang phải qua ngã tư.
e000006,motorcyclist,466,696,272,336,Người mặc áo vàng đội nón xanh lá chạy xe số màu đen đi thẳng ra xa camera rồi rẽ phải.
e000006,car,50,166,674,560,Xe khách màu trắng đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
19_video10_norm_e011,motorcyclist,481,424,238,245,Người mặc áo trắng đội nón bảo hiểm xanh lá chạy xe số màu đen chở 1 người Đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000050,truck,104,174,249,266,Xe tải đầu màu trắng thùng rỗng chở hàng đi thẳng ra xa camera.
e000004,motorcyclist,894,498,210,298,Người mặc áo đen đội nón đen chạy xe tay ga màu be đi thẳng ra xa camera rồi rẽ phải.
e000005,motorcyclist,190,249,51,221,Người mặc áo đen đội nón bảo hiểm trắng chạy xe số màu đỏ đi từ xa về gần camera
e000160,motorcyclist,364,280,96,317,Người mặc áo đỏ mận đội nón đen chạy xe tay ga màu đen chở 1 người đi thẳng lại gần camera.
e000016,motorcyclist,386,285,100,329,Người mặc áo đen đội nón đen chạy xe số màu xanh chở 1 người đi thẳng lại gần camera.
e000043,truck,196,0,185,262,Xe container đầu màu trắng thùng kín đi từ xa về gần camera
e000015,car,670,168,192,84,Xe con màu đỏ đi từ trái sang phải qua ngã tư.
e000081,motorcyclist,398,334,88,368,Người mặc áo đen đội nón đen chạy xe số màu trắng chở 1 người đi thẳng lại gần camera.
e000133,truck,143,78,184,272,Xe tải đầu màu trắng thùng kín đi thẳng ra xa.
e000143,truck,216,74,155,313,Xe tải đầu màu trắng thùng kín đi từ xa về gần camera
e000004,motorcyclist,548,404,152,250,Người mặc áo xanh lá đội nón đen chạy xe số màu trắng chở theo 1 người đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
19_video1_norm_e010,motorcyclist,612,336,122,250,Người mặc áo xanh đội nón bảo hiểm đen chạy xe số màu đen Đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000110,motorcyclist,425,297,100,253,Người mặc áo đen đội nón trắng chạy xe số màu đen chở hàng đi thẳng lại gần camera.
e000027,motorcyclist,243,368,66,309,Người mặc áo vàng  đội nón trắng chạy xe số màu xanh  đi thẳng về hướng camera.
e000010,motorcyclist,233,204,26,154,Người mặc áo trắng đội nón bảo hiểm đen chạy xe số màu đen đi từ xa về gần camera
e000050,motorcyclist,419,246,54,224,Người mặc áo xanh  đội nón đỏ chạy xe tay ga màu đỏ mận đi thẳng về hướng camera.
video11_e000032,truck,428,22,594,404,Container đầu màu trắng thùng cam Đi thẳng ra xa camera rồi rẽ phải.
e000077,truck,690,210,564,264,Xe tải đầu màu vàng thùng xe màu xám Đi thẳng ra xa camera rồi rẽ phải.
e000220,motorcyclist,312,280,64,265,Người mặc áo xanh dương đội nón đen chạy xe tay ga màu đỏ mận đi thẳng lại gần camera.
e000044,motorcyclist,157,222,39,193,Người mặc áo trắng đội nón bảo hiểm trắng chạy xe điện màu đen đi từ xa về gần camera
e000017,motorcyclist,758,268,78,126,Người mặc áo trắng đội nón trắng chạy xe tay ga màu đen đi thẳng ra xa camera qua ngã tư.
video3_e000091,truck,453,70,184,61,Xe tải đầu màu xanh dương thùng xe phủ bạt đen Đi từ phải sang trái qua ngã tư.
video1_e000009,car,524,109,125,49,Xe ô tô màu đỏ đi từ phải sang trái qua ngã tư.
e000008,motorcyclist,279,314,68,266,Người mặc áo trắng đội nón bảo hiểm trắng chạy xe số màu đen đi từ xa về gần camera
19_video1_norm_e003,car,788,130,180,68,xe con màu đen đi từ trái sang phải qua ngã tư.
video10_e000022,motorcyclist,506,216,84,136,Người mặc áo vàng đội nón trắng chạy xe máy màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000039,motorcyclist,370,232,60,229,Người mặc áo trắng đội nón đen chạy xe tay ga màu đen đi thẳng lại gần camera.
e000006,motorcyclist,157,214,51,180,Người mặc áo trắng đội nón đen chạy xe số màu đỏ đen chở hàng đi thẳng về phía camera.
e000140,motorcyclist,282,349,80,228,Người mặc áo đỏ đội nón trắng chạy xe số màu đen chở hàng đi thẳng ra xa.
19_video3_norm_e004,motorcyclist,716,394,198,257,Người mặc áo đỏ đội nón bảo hiểm đen chạy tay ga màu đỏ đen Đi thẳng ra xa camera rồi rẽ phải.
e000020,motorcyclist,371,360,72,284,Người mặc áo xanh đội nón bảo hiểm đỏ chạy xe số màu xanh đi từ xa về gần camera chở hàng
e000003,motorcyclist,360,460,168,270,Người mặc áo xanh nước biển đội nón xanh rêu chạy xe số màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
video6_e000141,motorcyclist,425,302,122,200,Người mặc áo đen đội nón đen chạy xe máy màu trắng đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000139,motorcyclist,203,222,36,202,Người mặc áo đen đội nón bảo hiểm đen chạy xe tay ga màu đỏ đi từ xa về gần camera
19_video8_norm_e002,car,234,301,285,142,xe con màu đỏ đi thẳng ra xa camera rồi dừng chờ đèn đỏ tại ngã tư.
e000003,truck,58,92,686,412,Container đầu màu đỏ thùng xe phủ bạt đỏ Đi thẳng ra xa camera qua ngã tư.
e000101,motorcyclist,202,237,47,186,Người mặc áo hồng đội nón bảo hiểm đen chạy xe số màu trắng đi từ xa về gần camera
e000003,car,808,104,198,104,Xe 16 chỗ màu xám đi từ phải sang trái qua ngã tư.
e000014,car,470,246,768,592,Xe 16 chỗ màu xám đi thẳng ra xa camera rồi rẽ phải.
e000013,motorcyclist,241,309,70,209,Người mặc áo đen đội nón xanh lá chạy xe số màu trắng đi thẳng ra xa.
e000008,motorcyclist,192,474,194,258,Người mặc áo đen đội nón đỏ chạy xe số màu xanh nước biển chở hàng đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
19_video14_norm_e006,car,121,358,289,109,xe con màu đỏ đi thẳng ra xa camera rồi dừng chờ đèn đỏ tại ngã tư.
e000183,motorcyclist,288,257,70,278,Người mặc áo đen đội nón đen chạy xe số màu đỏ đi thẳng lại gần camera.
19_video7_norm_e009,motorcyclist,880,408,174,228,Người mặc áo xanh đội xanh đen chạy tay ga màu đen Đi thẳng ra xa camera rồi rẽ phải.
e000044,motorcyclist,240,341,78,225,Người mặc áo trắng đội nón xanh dương chạy xe số màu đỏ đi thẳng ra xa.
e000003,truck,440,200,376,182,Xe tải đầu màu xám thùng xe màu trắng đi thẳng ra xa camera qua ngã tư.
e000005,motorcyclist,220,214,45,157,Người mặc áo đen đội nón bảo hiểm đỏ chạy xe điện màu đỏ đi từ xa về gần camera chở 1 người
e000151,motorcyclist,221,265,39,212,Người mặc áo xám đội nón bảo hiểm xám chạy xe số màu đen đi từ xa về gần camera
e000089,truck,288,6,347,468,Container đầu màu trắng thùng xe màu trắng đi thẳng lại gần camera.
e000003,motorcyclist,756,506,190,306,Người mặc áo xanh da trời đội nón trắng chạy xe số màu trắng chở hàng đi thẳng ra xa camera rồi rẽ phải.
e000159,car,411,161,183,260,Xe con màu trắng đi thẳng lại gần camera.
e000039,motorcyclist,246,333,104,304,Người mặc áo xanh  đội nón đen sọc trắng chạy xe số màu đen trắng chở hàng đi thẳng về hướng camera.
e000146,motorcyclist,351,298,65,181,Người mặc áo đỏ đội nón đen chạy xe tay ga màu đen chở người đi thẳng ra xa.
e000005,car,340,446,760,528,Xe bán tải màu xanh đen đi thẳng ra xa camera rồi rẽ phải.
e000045,motorcyclist,676,522,300,384,Người mặc áo đen đội nón đen chạy xe đạp màu đen đi thẳng ra xa camera rồi rẽ phải.
e000083,truck,243,104,158,268,Xe tải đầu màu xanh thùng bạt xanh đi từ xa về gần camera
e000081,motorcyclist,1044,400,270,330,Người mặc áo đen đội nón đen chạy xe đạp điện màu đen đi thẳng ra xa camera rồi rẽ phải.
e000012,motorcyclist,76,382,114,184,Người mặc áo trắng không đội nón chạy xe đạp màu đen đi thẳng ra xa camera rồi rẽ trái.
video2_e000073,car,246,313,472,316,Xe ô tô màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000005,car,1498,238,152,96,Xe con màu đen đi thẳng ra xa camera rồi rẽ phải.
e000003,car,336,512,616,356,Xe con màu xám đi thẳng ra xa camera rồi rẽ phải.
e000001,motorcyclist,269,336,60,266,Người mặc áo trắng đội nón bảo hiểm trắng chạy xe tay ga màu trắng đi từ xa về gần camera
e000055,truck,271,57,118,206,Xe tải đầu màu trắng thùng bạt đen đi từ xa về gần camera
e000039,motorcyclist,346,264,87,269,Người mặc áo đen đội nón đen chạy xe tay ga màu đen đi thẳng lại gần camera.
e000021,motorcyclist,220,356,88,212,Người mặc áo xanh lơ đội nón đỏ chạy xe số màu đen đi thẳng ra xa camera.
e000171,car,402,192,162,212,Xe con màu xám đi thẳng lại gần camera.
19_video8_norm_e008,motorcyclist,716,209,86,116,Người mặc áo trắng đội nón bảo hiểm đỏ chạy tay ga màu đỏ Đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000049,truck,402,100,764,572,Xe tải đầu màu trắng thùng xe màu xám Đi thẳng ra xa camera rồi rẽ phải.
19_video4_norm_e013,car,710,140,158,54,xe con màu trắng đi từ trái sang phải qua ngã tư.
e000118,car,376,277,251,386,Xe con màu xám đi thẳng lại gần camera.
e000003,truck,976,108,410,102,Xe tải đầu màu trắng thùng xe phủ bạt đen Đi từ trái sang phải qua ngã tư.
e000208,motorcyclist,414,328,82,329,Người mặc áo trắng đội nón xanh lá chạy xe tay ga màu xám đi thẳng lại gần camera.
e000114,motorcyclist,478,277,74,261,Người mặc áo trắng đội nón đỏ chạy xe tay ga màu đỏ đi thẳng lại gần camera.
e000001,car,388,364,638,394,Xe con màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000141,motorcyclist,204,273,58,242,Người mặc áo xanh đội nón bảo hiểm trắng chạy xe máy màu đỏ đi từ xa về gần camera
